"code","description","P5LN","D1","D3","D4","D4.1","D4.2","D4.3","D4.4","D62","D632","D6M","D7","D7.1","D7.2","D7.3","D7.4","D9","D9.1","D9.2","D9.3","D9.4","D92","P2","P3","P31","P32","P5","P51G","NP","OEC","OED","OTE","segment_code","year","epoch"
"GF0101"," Executive and Legal Organisations, financial and fiscal affairs, external affairs",-105,4491,17,0,0,"M",0,"M",0,0,0,11292,0,"M",47,"M",50,0,"M",44,"M",0,4134,7491,"L","L",375,0,-480,4818,684,20563,"GF01",2012,1325376000000.0
"GF0102"," Foreign Economic Aid",64,131,0,0,0,"M",0,"M",0,0,0,5232,0,"M",0,"M",1700,0,"M",0,"M",0,153,312,"L","L",64,0,0,153,0,7280,"GF01",2012,1325376000000.0
"GF0103"," General Services",44,307,0,0,0,"M",0,"M",0,0,0,81,0,"M",1,"M",17,0,"M",8,"M",0,602,731,"L","L",44,0,0,602,0,1051,"GF01",2012,1325376000000.0
"GF0104"," Basic Research",0,0,0,0,0,"M",0,"M",0,0,0,3,0,"M",3,"M",0,0,"M",0,"M",0,0,68,"L","L",0,0,0,0,0,3,"GF01",2012,1325376000000.0
"GF0105"," Research and Development General Public Services",9,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,7,19,"L","L",9,0,0,7,0,16,"GF01",2012,1325376000000.0
"GF0106"," General Public Services not elsewhere classified",1,83,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",24,0,"M",24,"M",0,353,423,"L","L",1,0,0,353,0,461,"GF01",2012,1325376000000.0
"GF0107"," Public Debt Transactions",-5,0,0,50163,0,"M",48,"M",0,0,0,0,0,"M",0,"M",180,0,"M",180,"M",0,74,74,"L","L",-5,0,0,74,0,50412,"GF01",2012,1325376000000.0
"GF0108"," Transfers between different levels of Government",0,0,0,0,0,"M",0,"M",0,0,0,19840,0,"M",19840,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,19840,"GF01",2012,1325376000000.0
"GF0201"," Military Defence",7807,12679,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",3,0,"M",0,"M",0,13274,33662,"L","L",7633,0,174,13274,0,33763,"GF02",2012,1325376000000.0
"GF0202"," Civil Defence",-8,21,0,0,0,"M",0,"M",0,0,0,4,0,"M",0,"M",11,0,"M",9,"M",0,43,76,"L","L",-8,0,0,43,0,71,"GF02",2012,1325376000000.0
"GF0203"," Foreign Military Aid",190,266,0,0,0,"M",0,"M",0,0,0,48,0,"M",0,"M",0,0,"M",0,"M",0,2058,2532,"L","L",190,0,0,2058,0,2562,"GF02",2012,1325376000000.0
"GF0204"," Research and Development Defence",1913,54,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",123,0,"M",0,"M",0,1772,1916,"L","L",2006,0,-93,1772,0,3862,"GF02",2012,1325376000000.0
"GF0205"," Defence not elsewhere classified",4,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,198,250,"L","L",4,0,0,198,0,202,"GF02",2012,1325376000000.0
"GF0301"," Police services",267,2034,1,0,0,"M",0,"M",0,0,0,7381,0,"M",7310,"M",273,0,"M",238,"M",0,2941,4733,"L","L",269,0,-2,2941,0,12897,"GF03",2012,1325376000000.0
"GF0302"," Fire protection services",19,70,0,0,0,"M",0,"M",0,0,0,413,0,"M",411,"M",133,0,"M",133,"M",0,50,117,"L","L",19,0,0,50,0,685,"GF03",2012,1325376000000.0
"GF0303"," Law Courts",338,2714,0,0,0,"M",0,"M",0,0,0,116,0,"M",8,"M",2,0,"M",0,"M",0,5556,7095,"L","L",338,0,0,5556,0,8726,"GF03",2012,1325376000000.0
"GF0304"," Prisons",151,1989,0,0,0,"M",0,"M",0,0,0,55,0,"M",0,"M",0,0,"M",0,"M",0,1882,3956,"L","L",151,0,0,1882,0,4077,"GF03",2012,1325376000000.0
