"code","description","P5LN","D1","D3","D4","D4.1","D4.2","D4.3","D4.4","D62","D632","D6M","D7","D7.1","D7.2","D7.3","D7.4","D9","D9.1","D9.2","D9.3","D9.4","D92","P2","P3","P31","P32","P5","P51G","NP","OEC","OED","OTE","segment_code","year"
"GF0101"," Executive and Legal Organisations, financial and fiscal affairs, external affairs",467,4610,4,0,0,"M",0,"M",0,0,0,12801,0,"M",162,"M",32,0,"M",6,"M",0,3597,6810,"L","L",430,0,37,4280,683,22194,"GF01",2014
"GF0102"," Foreign Economic Aid",16,163,0,0,0,"M",0,"M",0,0,0,6370,0,"M",0,"M",3223,0,"M",0,"M",0,660,852,"L","L",15,0,1,660,0,10432,"GF01",2014
"GF0103"," General Services",40,389,3,0,0,"M",0,"M",0,0,0,2,0,"M",1,"M",1,0,"M",0,"M",0,415,651,"L","L",40,0,0,415,0,850,"GF01",2014
"GF0104"," Basic Research",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,48,"L","L",0,0,0,0,0,0,"GF01",2014
"GF0105"," Research and Development General Public Services",11,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,7,14,"L","L",11,0,0,7,0,18,"GF01",2014
"GF0106"," General Public Services not elsewhere classified",4,93,4,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",34,0,"M",34,"M",0,373,450,"L","L",4,0,0,373,0,508,"GF01",2014
"GF0107"," Public Debt Transactions",0,0,0,50071,0,"M",71,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,44,44,"L","L",0,0,0,44,0,50115,"GF01",2014
"GF0108"," Transfers between different levels of Government",0,0,0,0,0,"M",0,"M",0,0,0,16787,0,"M",16787,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,16787,"GF01",2014
"GF0201"," Military Defence",7734,11537,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,14734,34676,"L","L",7936,0,-202,14734,0,34005,"GF02",2014
"GF0202"," Civil Defence",-4,20,0,0,0,"M",0,"M",0,0,0,4,0,"M",0,"M",6,0,"M",5,"M",0,42,68,"L","L",-4,0,0,42,0,68,"GF02",2014
"GF0203"," Foreign Military Aid",-3,127,0,0,0,"M",0,"M",0,0,0,65,0,"M",0,"M",0,0,"M",0,"M",0,730,1073,"L","L",-3,0,0,730,0,919,"GF02",2014
"GF0204"," Research and Development Defence",1979,25,0,0,0,"M",0,"M",0,0,0,19,0,"M",0,"M",100,0,"M",0,"M",0,1856,2203,"L","L",2108,0,-129,1856,0,3979,"GF02",2014
"GF0205"," Defence not elsewhere classified",4,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,230,280,"L","L",4,0,0,230,0,234,"GF02",2014
"GF0301"," Police services",233,3196,4,0,0,"M",0,"M",0,0,0,9413,0,"M",9377,"M",233,0,"M",206,"M",0,2382,5560,"L","L",232,0,1,2382,0,15461,"GF03",2014
"GF0302"," Fire protection services",18,318,0,0,0,"M",0,"M",0,0,0,519,0,"M",518,"M",103,0,"M",103,"M",0,142,460,"L","L",18,0,0,142,0,1100,"GF03",2014
"GF0303"," Law Courts",304,2546,0,0,0,"M",0,"M",0,0,0,138,0,"M",4,"M",0,0,"M",0,"M",0,5144,6547,"L","L",303,0,1,5144,0,8132,"GF03",2014
"GF0304"," Prisons",57,1552,0,0,0,"M",0,"M",0,0,0,93,0,"M",0,"M",0,0,"M",0,"M",0,1889,3522,"L","L",58,0,-1,1889,0,3591,"GF03",2014
"GF0305"," Research and Development public order and safety",44,25,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,8,32,"L","L",44,0,0,8,0,77,"GF03",2014
"GF0306"," Public order and safety not elsewhere classified",37,219,0,0,0,"M",0,"M",0,0,0,1137,0,"M",1127,"M",0,0,"M",0,"M",0,610,784,"L","L",43,0,-6,610,0,2003,"GF03",2014
"GF0401"," General economic, commercial and labour affairs",64,2020,288,0,0,"M",0,"M",0,0,0,156,0,"M",117,"M",1519,0,"M",1000,"M",0,3414,5130,"L","L",35,0,29,3414,0,7461,"GF04",2014
"GF0402"," Agriculture, forestry, fishing and hunting",152,594,270,0,0,"M",0,"M",0,0,0,158,0,"M",15,"M",193,0,"M",33,"M",0,766,1252,"L","L",148,0,4,766,0,2133,"GF04",2014
"GF0403"," Fuel and Energy",1,66,2931,0,0,"M",0,"M",0,0,0,49,0,"M",16,"M",7,0,"M",0,"M",0,373,392,"L","L",1,0,0,373,0,3427,"GF04",2014
"GF0404"," Mining, manufacturing and construction",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,10,10,"L","L",0,0,0,10,0,10,"GF04",2014
"GF0405"," Transport",9097,2260,1620,0,0,"M",0,"M",0,0,0,2936,0,"M",2877,"M",4204,0,"M",4004,"M",0,3388,5796,"L","L",9204,0,-107,3388,0,23505,"GF04",2014
"GF0406"," Communication",-1,0,223,0,0,"M",0,"M",0,0,0,15,0,"M",0,"M",341,0,"M",0,"M",0,52,54,"L","L",-1,0,0,52,0,630,"GF04",2014
"GF0407"," Other Industries",0,46,0,0,0,"M",0,"M",0,0,0,23,0,"M",2,"M",11,0,"M",0,"M",0,143,143,"L","L",0,0,0,143,0,223,"GF04",2014
"GF0408"," Research and Development Economic Affairs",1075,290,1823,0,0,"M",0,"M",0,0,0,-65,0,"M",4,"M",3506,0,"M",22,"M",0,371,810,"L","L",1078,0,-3,371,0,7000,"GF04",2014
"GF0409"," Economic Affairs not elsewhere classified",16,176,0,0,0,"M",0,"M",0,0,0,1,0,"M",0,"M",103,0,"M",73,"M",0,246,395,"L","L",16,0,0,246,0,542,"GF04",2014
"GF0501"," Waste Management",1767,71,4,0,0,"M",0,"M",0,0,0,165,0,"M",146,"M",9,0,"M",9,"M",0,1943,1678,"L","L",1769,0,-2,1943,0,3959,"GF05",2014
"GF0502"," Water Waste Management",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,124,"L","L",0,0,0,0,0,0,"GF05",2014
"GF0503"," Pollution Abatement",0,10,0,0,0,"M",0,"M",0,0,0,354,0,"M",1,"M",47,0,"M",0,"M",0,82,84,"L","L",0,0,0,82,0,493,"GF05",2014
"GF0504"," Protection of biodiversity and landscape",15,162,71,0,0,"M",0,"M",0,0,0,5,0,"M",14,"M",2,0,"M",0,"M",0,264,408,"L","L",14,0,1,264,0,519,"GF05",2014
"GF0505"," Research and Development Environmental Protection",263,98,0,0,0,"M",0,"M",0,0,0,15,0,"M",0,"M",163,0,"M",0,"M",0,60,255,"L","L",263,0,0,60,0,599,"GF05",2014
"GF0506"," Environmental Protection not elsewhere classified",102,622,6,0,0,"M",0,"M",0,0,0,96,0,"M",32,"M",707,0,"M",304,"M",0,566,906,"L","L",103,0,-1,566,0,2099,"GF05",2014
"GF0601"," Housing Development",1,44,-69,0,0,"M",0,"M",0,0,0,434,0,"M",407,"M",1696,0,"M",514,"M",0,37,64,"L","L",0,0,1,37,0,2143,"GF06",2014
"GF0602"," Community Development",-3,103,8,0,0,"M",0,"M",0,0,0,28357,0,"M",28274,"M",1245,0,"M",1095,"M",0,35,113,"L","L",-5,0,2,35,0,29745,"GF06",2014
