"code","description","P5LN","D1","D3","D4","D4.1","D4.2","D4.3","D4.4","D62","D632","D6M","D7","D7.1","D7.2","D7.3","D7.4","D9","D9.1","D9.2","D9.3","D9.4","D92","P2","P3","P31","P32","P5","P51G","NP","OEC","OED","OTE","segment_code","year"
"GF0101"," Executive and Legal Organisations, financial and fiscal affairs, external affairs",314,3159,0,0,0,"M",0,"M",0,0,0,4394,0,"M",0,"M",136,0,"M",22,"M",0,2627,5013,"L","L",311,0,3,2637,10,10640,"GF01",1995
"GF0102"," Foreign Economic Aid",33,0,0,0,0,"M",0,"M",0,0,0,961,0,"M",44,"M",407,0,"M",154,"M",0,50,72,"L","L",33,0,0,50,0,1451,"GF01",1995
"GF0103"," General Services",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",4,0,"M",0,"M",0,133,93,"L","L",0,0,0,133,0,137,"GF01",1995
"GF0104"," Basic Research",45,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",4,0,"M",0,"M",0,10,17,"L","L",45,0,0,10,0,59,"GF01",1995
"GF0105"," Research and Development General Public Services",12,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,6,7,"L","L",12,0,0,6,0,18,"GF01",1995
"GF0106"," General Public Services not elsewhere classified",0,26,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",13,0,"M",13,"M",0,92,91,"L","L",0,0,0,92,0,131,"GF01",1995
"GF0107"," Public Debt Transactions",0,0,0,26149,0,"M",20,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,-8,-7,"L","L",0,0,0,-8,0,26141,"GF01",1995
"GF0108"," Transfers between different levels of Government",0,0,0,0,0,"M",0,"M",0,0,0,23317,0,"M",23317,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,23317,"GF01",1995
"GF0201"," Military Defence",5496,8581,0,0,0,"M",0,"M",0,0,0,18,0,"M",0,"M",0,0,"M",0,"M",0,6342,18768,"L","L",5492,0,4,6342,0,20437,"GF02",1995
"GF0202"," Civil Defence",0,4,0,0,0,"M",0,"M",0,0,0,1,0,"M",1,"M",0,0,"M",0,"M",0,18,25,"L","L",0,0,0,18,0,23,"GF02",1995
"GF0203"," Foreign Military Aid",33,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,329,382,"L","L",33,0,0,329,0,362,"GF02",1995
"GF0204"," Research and Development Defence",519,0,6,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,242,425,"L","L",519,0,0,242,0,767,"GF02",1995
"GF0205"," Defence not elsewhere classified",-79,0,0,0,0,"M",0,"M",0,0,0,193,0,"M",0,"M",0,0,"M",0,"M",0,948,972,"L","L",-79,0,0,948,0,1062,"GF02",1995
"GF0301"," Police services",215,671,0,0,0,"M",0,"M",0,0,0,4089,0,"M",4089,"M",115,0,"M",67,"M",0,195,916,"L","L",215,0,0,195,0,5285,"GF03",1995
"GF0302"," Fire protection services",12,2,0,0,0,"M",0,"M",0,0,0,12,0,"M",12,"M",4,0,"M",0,"M",0,4,9,"L","L",12,0,0,4,0,34,"GF03",1995
"GF0303"," Law Courts",95,566,0,0,0,"M",0,"M",0,0,0,315,0,"M",243,"M",40,0,"M",27,"M",0,1898,2341,"L","L",95,0,0,1898,0,2914,"GF03",1995
"GF0304"," Prisons",176,1006,0,0,0,"M",0,"M",0,0,0,43,0,"M",0,"M",0,0,"M",0,"M",0,588,1642,"L","L",176,0,0,588,0,1813,"GF03",1995
"GF0305"," Research and Development public order and safety",36,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,15,14,"L","L",36,0,0,15,0,51,"GF03",1995
"GF0306"," Public order and safety not elsewhere classified",12,64,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,205,275,"L","L",12,0,0,205,0,281,"GF03",1995
"GF0401"," General economic, commercial and labour affairs",118,726,186,0,0,"M",0,"M",0,0,0,809,0,"M",148,"M",685,0,"M",374,"M",0,269,1148,"L","L",118,0,0,269,0,2793,"GF04",1995
"GF0402"," Agriculture, forestry, fishing and hunting",60,381,278,0,0,"M",0,"M",0,0,0,26,0,"M",8,"M",17,0,"M",0,"M",0,700,1042,"L","L",60,0,0,700,0,1462,"GF04",1995
"GF0403"," Fuel and Energy",12,0,66,0,0,"M",0,"M",0,0,0,6,0,"M",0,"M",1809,0,"M",0,"M",0,205,194,"L","L",12,0,0,205,0,2098,"GF04",1995
"GF0404"," Mining, manufacturing and construction",-3,45,81,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,214,254,"L","L",-3,0,0,214,0,337,"GF04",1995
"GF0405"," Transport",2035,269,1787,0,0,"M",0,"M",0,0,0,433,0,"M",343,"M",2255,0,"M",106,"M",0,684,2031,"L","L",1949,0,86,684,0,7463,"GF04",1995
"GF0406"," Communication",12,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",78,0,"M",0,"M",0,49,31,"L","L",12,0,0,49,0,139,"GF04",1995
"GF0407"," Other Industries",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,34,30,"L","L",0,0,0,34,0,34,"GF04",1995
"GF0408"," Research and Development Economic Affairs",368,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",767,0,"M",0,"M",0,96,176,"L","L",368,0,0,96,0,1231,"GF04",1995
"GF0409"," Economic Affairs not elsewhere classified",12,0,0,0,0,"M",0,"M",0,0,0,148,0,"M",4,"M",118,0,"M",27,"M",0,87,93,"L","L",12,0,0,87,0,365,"GF04",1995
"GF0501"," Waste Management",12,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,91,171,"L","L",12,0,0,91,0,103,"GF05",1995
"GF0502"," Water Waste Management",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,0,"GF05",1995
"GF0503"," Pollution Abatement",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",58,0,"M",0,"M",0,35,35,"L","L",0,0,0,35,0,93,"GF05",1995
"GF0504"," Protection of biodiversity and landscape",15,0,0,0,0,"M",0,"M",0,0,0,66,0,"M",35,"M",9,0,"M",0,"M",0,40,42,"L","L",15,0,0,40,0,130,"GF05",1995
"GF0505"," Research and Development Environmental Protection",80,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",23,0,"M",0,"M",0,9,36,"L","L",80,0,0,9,0,112,"GF05",1995
"GF0506"," Environmental Protection not elsewhere classified",79,12,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",43,0,"M",28,"M",0,65,170,"L","L",79,0,0,65,0,199,"GF05",1995
"GF0601"," Housing Development",134,135,1091,0,0,"M",0,"M",0,0,0,12,0,"M",0,"M",1267,0,"M",189,"M",0,258,684,"L","L",134,0,0,258,0,2897,"GF06",1995
"GF0602"," Community Development",12,0,113,0,0,"M",0,"M",0,0,0,176,0,"M",139,"M",68,0,"M",51,"M",0,104,124,"L","L",12,0,0,104,0,473,"GF06",1995
"GF0603"," Water supply",95,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",26,0,"M",0,"M",0,0,38,"L","L",95,0,0,0,0,121,"GF06",1995
"GF0604"," Street Lighting",12,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,21,39,"L","L",12,0,0,21,0,33,"GF06",1995
"GF0605"," Research and Development Housing & Community amenities",11,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,7,4,"L","L",11,0,0,7,0,18,"GF06",1995
"GF0606"," Housing & Community amenities not elsewhere classified",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",126,0,"M",82,"M",0,10,10,"L","L",0,0,0,10,0,136,"GF06",1995
"GF0701"," Medical Products appliances and equipment",0,0,0,0,0,"M",0,"M",0,3788,3788,0,0,"M",0,"M",0,0,"M",0,"M",0,17,3924,"L","L",0,0,0,17,0,3805,"GF07",1995
"GF0702"," Outpatient Services",33,0,0,0,0,"M",0,"M",0,3332,3332,0,0,"M",0,"M",386,0,"M",0,"M",0,40,3558,"L","L",33,0,0,40,0,3791,"GF07",1995
"GF0703"," Hospital Services",2304,22738,0,0,0,"M",0,"M",0,332,332,937,0,"M",704,"M",28,0,"M",0,"M",0,8148,32545,"L","L",2310,0,-6,8148,0,34487,"GF07",1995
"GF0704"," Public Health Services",0,0,0,0,0,"M",0,"M",0,90,90,13,0,"M",0,"M",0,0,"M",0,"M",0,4,96,"L","L",0,0,0,4,0,107,"GF07",1995
"GF0705"," Research and Development Health",369,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",120,0,"M",0,"M",0,130,13,"L","L",369,0,0,130,0,619,"GF07",1995
"GF0706"," Health not elsewhere classified",0,0,0,0,0,"M",0,"M",0,0,0,99,0,"M",0,"M",9,0,"M",0,"M",0,0,6,"L","L",0,0,0,0,0,108,"GF07",1995
