"code","description","P5LN","D1","D3","D4","D4.1","D4.2","D4.3","D4.4","D62","D632","D6M","D7","D7.1","D7.2","D7.3","D7.4","D9","D9.1","D9.2","D9.3","D9.4","D92","P2","P3","P31","P32","P5","P51G","NP","OEC","OED","OTE","segment_code","year"
"GF0101"," Executive and Legal Organisations, financial and fiscal affairs, external affairs",634,4133,6,0,0,"M",0,"M",0,0,0,10252,0,"M",25,"M",1275,0,"M",76,"M",0,3599,6466,"L","L",649,0,-15,4665,1066,20965,"GF01",2017
"GF0102"," Foreign Economic Aid",7,192,0,0,0,"M",0,"M",0,0,0,6372,0,"M",0,"M",2221,0,"M",0,"M",0,296,511,"L","L",7,0,0,296,0,9088,"GF01",2017
"GF0103"," General Services",71,323,0,0,0,"M",0,"M",0,0,0,14,0,"M",0,"M",90,0,"M",0,"M",0,284,477,"L","L",71,0,0,284,0,782,"GF01",2017
"GF0104"," Basic Research",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,26,"L","L",0,0,0,0,0,0,"GF01",2017
"GF0105"," Research and Development General Public Services",182,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",14,0,"M",0,"M",0,128,113,"L","L",182,0,0,128,0,324,"GF01",2017
"GF0106"," General Public Services not elsewhere classified",10,72,4,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",59,0,"M",59,"M",0,449,516,"L","L",10,0,0,449,0,594,"GF01",2017
"GF0107"," Public Debt Transactions",-2,0,0,56071,0,"M",16,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,53,53,"L","L",-2,0,0,53,0,56122,"GF01",2017
"GF0108"," Transfers between different levels of Government",0,0,0,0,0,"M",0,"M",0,0,0,16234,0,"M",16234,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,16234,"GF01",2017
"GF0201"," Military Defence",7749,12862,0,0,0,"M",0,"M",0,0,0,146,0,"M",0,"M",0,0,"M",0,"M",0,15274,36982,"L","L",7750,0,-1,15274,0,36031,"GF02",2017
"GF0202"," Civil Defence",3,21,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,106,127,"L","L",3,0,0,106,0,130,"GF02",2017
"GF0203"," Foreign Military Aid",214,40,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,471,700,"L","L",214,0,0,471,0,725,"GF02",2017
"GF0204"," Research and Development Defence",932,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,787,1748,"L","L",932,0,0,787,0,1719,"GF02",2017
"GF0205"," Defence not elsewhere classified",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,175,220,"L","L",0,0,0,175,0,175,"GF02",2017
"GF0301"," Police services",330,3377,1,0,0,"M",0,"M",0,0,0,9946,0,"M",9875,"M",207,0,"M",169,"M",0,2847,5939,"L","L",331,0,-1,2847,0,16708,"GF03",2017
"GF0302"," Fire protection services",32,356,0,0,0,"M",0,"M",0,0,0,9,0,"M",9,"M",2,0,"M",2,"M",0,94,470,"L","L",36,0,-4,94,0,493,"GF03",2017
"GF0303"," Law Courts",226,2551,0,0,0,"M",0,"M",0,0,0,144,0,"M",35,"M",7,0,"M",7,"M",0,4897,5832,"L","L",239,0,-13,4897,0,7825,"GF03",2017
"GF0304"," Prisons",196,1572,0,0,0,"M",0,"M",0,0,0,53,0,"M",43,"M",4,0,"M",0,"M",0,2543,4150,"L","L",196,0,0,2543,0,4368,"GF03",2017
"GF0305"," Research and Development public order and safety",54,22,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",10,0,"M",0,"M",0,16,50,"L","L",54,0,0,16,0,102,"GF03",2017
"GF0306"," Public order and safety not elsewhere classified",130,187,0,0,0,"M",0,"M",0,0,0,1927,0,"M",1922,"M",1,0,"M",1,"M",0,733,857,"L","L",104,0,26,733,0,2978,"GF03",2017
"GF0401"," General economic, commercial and labour affairs",105,2157,1345,0,0,"M",0,"M",0,0,0,483,0,"M",88,"M",2772,0,"M",2357,"M",0,2544,4345,"L","L",115,0,-10,2544,0,9406,"GF04",2017
"GF0402"," Agriculture, forestry, fishing and hunting",131,658,232,0,0,"M",0,"M",0,0,0,134,0,"M",8,"M",175,0,"M",74,"M",0,834,1351,"L","L",130,0,1,834,0,2164,"GF04",2017
"GF0403"," Fuel and Energy",8,131,5719,0,0,"M",0,"M",0,0,0,43,0,"M",2,"M",10,0,"M",1,"M",0,389,455,"L","L",8,0,0,389,0,6300,"GF04",2017
"GF0404"," Mining, manufacturing and construction",0,4,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,25,24,"L","L",0,0,0,25,0,29,"GF04",2017
"GF0405"," Transport",12773,2789,1564,0,0,"M",0,"M",0,0,0,1281,0,"M",1164,"M",3602,0,"M",2391,"M",0,4511,8099,"L","L",12962,0,-189,4511,0,26520,"GF04",2017
"GF0406"," Communication",0,9,107,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",102,0,"M",0,"M",0,31,44,"L","L",0,0,0,31,0,249,"GF04",2017
"GF0407"," Other Industries",0,46,0,0,0,"M",0,"M",0,0,0,27,0,"M",1,"M",3,0,"M",0,"M",0,139,140,"L","L",0,0,0,139,0,215,"GF04",2017
"GF0408"," Research and Development Economic Affairs",897,213,4930,0,0,"M",0,"M",0,0,0,13,0,"M",12,"M",3799,0,"M",0,"M",0,474,983,"L","L",897,0,0,474,0,10326,"GF04",2017
