"D1","D3","D4","D4.1","D4.3","D62","D632","D6M","D7","D7.1","D7.3","D9","D9.1","D9.3","D92","NP","OEC","OED","OTE","P2","P3","P5","P51G","P5LN","code","description","epoch","segment_code","year"
4653,23,0,0,0,0,0,0,10877,0,3,16,0,4,0,-15,4860,662,20782,4198,7691,368,0,353,"GF0101"," Executive and Legal Organisations, financial and fiscal affairs, external affairs",1262304000000.0,"GF01",2010
116,0,0,0,0,0,0,0,4553,0,0,2126,0,0,0,0,207,0,7020,207,355,18,0,18,"GF0102"," Foreign Economic Aid",1262304000000.0,"GF01",2010
308,2,0,0,0,0,0,0,49,0,1,329,0,249,0,-3,440,0,1184,440,573,59,0,56,"GF0103"," General Services",1262304000000.0,"GF01",2010
5,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,15,0,52,15,103,25,0,25,"GF0104"," Basic Research",1262304000000.0,"GF01",2010
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,57,10,15,40,0,40,"GF0105"," Research and Development General Public Services",1262304000000.0,"GF01",2010
64,0,0,0,0,0,0,0,0,0,0,32,0,32,0,0,249,0,350,249,304,5,0,5,"GF0106"," General Public Services not elsewhere classified",1262304000000.0,"GF01",2010
0,0,47184,0,18,0,0,0,0,0,0,403,0,403,0,0,49,0,47635,49,49,-1,0,-1,"GF0107"," Public Debt Transactions",1262304000000.0,"GF01",2010
0,0,0,0,0,0,0,0,19779,0,19779,0,0,0,0,0,0,0,19779,0,0,0,0,0,"GF0108"," Transfers between different levels of Government",1262304000000.0,"GF01",2010
12626,0,0,0,0,0,0,0,17,0,0,0,0,0,0,13,11830,0,32833,11830,31669,8347,0,8360,"GF0201"," Military Defence",1262304000000.0,"GF02",2010
15,4,0,0,0,0,0,0,22,0,22,2,0,0,0,0,49,0,93,49,77,1,0,1,"GF0202"," Civil Defence",1262304000000.0,"GF02",2010
227,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,2870,0,3725,2870,3254,556,0,556,"GF0203"," Foreign Military Aid",1262304000000.0,"GF02",2010
21,0,0,0,0,0,0,0,0,0,0,87,0,0,0,-32,1600,0,3457,1600,1331,1781,0,1749,"GF0204"," Research and Development Defence",1262304000000.0,"GF02",2010
243,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,272,0,559,272,569,19,0,19,"GF0205"," Defence not elsewhere classified",1262304000000.0,"GF02",2010
1705,0,0,0,0,0,0,0,8365,0,7915,267,0,204,0,0,3143,0,13925,3143,4810,445,0,445,"GF0301"," Police services",1262304000000.0,"GF03",2010
74,-1,0,0,0,0,0,0,25,0,19,73,0,61,0,0,137,0,294,137,213,-14,0,-14,"GF0302"," Fire protection services",1262304000000.0,"GF03",2010
2919,1,0,0,0,0,0,0,132,0,5,0,0,0,0,0,4971,0,8501,4971,7001,478,0,478,"GF0303"," Law Courts",1262304000000.0,"GF03",2010
2140,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2428,0,4891,2428,4702,318,0,318,"GF0304"," Prisons",1262304000000.0,"GF03",2010
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,58,5,29,33,0,33,"GF0305"," Research and Development public order and safety",1262304000000.0,"GF03",2010
127,0,0,0,0,0,0,0,329,0,325,0,0,0,0,0,365,0,820,365,312,-1,0,-1,"GF0306"," Public order and safety not elsewhere classified",1262304000000.0,"GF03",2010
2541,144,0,0,0,0,0,0,1542,0,391,1803,0,869,0,-38,3943,0,10170,3943,3653,235,0,197,"GF0401"," General economic, commercial and labour affairs",1262304000000.0,"GF04",2010
659,537,0,0,0,0,0,0,121,0,0,120,0,3,0,1,978,0,2476,978,1521,60,0,61,"GF0402"," Agriculture, forestry, fishing and hunting",1262304000000.0,"GF04",2010
28,1243,0,0,0,0,0,0,77,0,0,3,0,0,0,0,293,0,1645,293,308,1,0,1,"GF0403"," Fuel and Energy",1262304000000.0,"GF04",2010
0,168,0,0,0,0,0,0,18,0,0,3,0,0,0,0,3,0,192,3,1,0,0,0,"GF0404"," Mining, manufacturing and construction",1262304000000.0,"GF04",2010
2101,2315,0,0,0,0,0,0,3805,0,3713,1799,0,1409,0,-44,2535,0,18842,2535,4649,6331,0,6287,"GF0405"," Transport",1262304000000.0,"GF04",2010
5,154,0,0,0,0,0,0,6,0,0,68,0,0,0,0,47,0,280,47,1,0,0,0,"GF0406"," Communication",1262304000000.0,"GF04",2010
43,5,0,0,0,0,0,0,15,0,0,53,0,34,0,0,105,0,221,105,125,0,0,0,"GF0407"," Other Industries",1262304000000.0,"GF04",2010
209,1265,0,0,0,0,0,0,424,0,165,2365,0,198,0,0,408,0,5716,408,620,1045,0,1045,"GF0408"," Research and Development Economic Affairs",1262304000000.0,"GF04",2010
217,0,0,0,0,0,0,0,76,0,0,188,0,9,0,0,204,0,706,204,419,21,0,21,"GF0409"," Economic Affairs not elsewhere classified",1262304000000.0,"GF04",2010
137,0,0,0,0,0,0,0,147,0,97,90,0,82,0,-69,1938,0,3493,1938,1316,1250,0,1181,"GF0501"," Waste Management",1262304000000.0,"GF05",2010
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,15,13,132,0,0,0,"GF0502"," Water Waste Management",1262304000000.0,"GF05",2010
