"code","description","P5LN","D1","D3","D4","D4.1","D4.2","D4.3","D4.4","D62","D632","D6M","D7","D7.1","D7.2","D7.3","D7.4","D9","D9.1","D9.2","D9.3","D9.4","D92","P2","P3","P31","P32","P5","P51G","NP","OEC","OED","OTE","segment_code","year","epoch"
"GF0101"," Executive and Legal Organisations, financial and fiscal affairs, external affairs",320,3517,0,0,0,"M",0,"M",0,0,0,4375,0,"M",0,"M",122,0,"M",26,"M",0,2757,5362,"L","L",292,0,28,3285,528,11619,"GF01",1997,852076800000.0
"GF0102"," Foreign Economic Aid",31,0,0,0,0,"M",0,"M",0,0,0,976,0,"M",37,"M",562,0,"M",164,"M",0,53,77,"L","L",31,0,0,53,0,1622,"GF01",1997,852076800000.0
"GF0103"," General Services",0,0,2,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",4,0,"M",0,"M",0,140,100,"L","L",0,0,0,140,0,146,"GF01",1997,852076800000.0
"GF0104"," Basic Research",42,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",4,0,"M",0,"M",0,11,18,"L","L",42,0,0,11,0,57,"GF01",1997,852076800000.0
"GF0105"," Research and Development General Public Services",11,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,6,8,"L","L",11,0,0,6,0,17,"GF01",1997,852076800000.0
"GF0106"," General Public Services not elsewhere classified",0,27,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",12,0,"M",12,"M",0,97,97,"L","L",0,0,0,97,0,136,"GF01",1997,852076800000.0
"GF0107"," Public Debt Transactions",0,0,0,29932,0,"M",58,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,-8,-8,"L","L",0,0,0,-8,0,29924,"GF01",1997,852076800000.0
"GF0108"," Transfers between different levels of Government",0,0,0,0,0,"M",0,"M",0,0,0,23671,0,"M",23671,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,23671,"GF01",1997,852076800000.0
"GF0201"," Military Defence",5250,9030,0,0,0,"M",0,"M",0,0,0,18,0,"M",0,"M",0,0,"M",0,"M",0,6660,20072,"L","L",5228,0,22,6660,0,20958,"GF02",1997,852076800000.0
"GF0202"," Civil Defence",0,4,0,0,0,"M",0,"M",0,0,0,1,0,"M",1,"M",0,0,"M",0,"M",0,19,27,"L","L",0,0,0,19,0,24,"GF02",1997,852076800000.0
"GF0203"," Foreign Military Aid",31,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,345,409,"L","L",31,0,0,345,0,376,"GF02",1997,852076800000.0
"GF0204"," Research and Development Defence",486,0,6,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,254,455,"L","L",486,0,0,254,0,746,"GF02",1997,852076800000.0
"GF0205"," Defence not elsewhere classified",-74,0,0,0,0,"M",0,"M",0,0,0,196,0,"M",0,"M",0,0,"M",0,"M",0,996,1040,"L","L",-74,0,0,996,0,1118,"GF02",1997,852076800000.0
"GF0301"," Police services",201,706,0,0,0,"M",0,"M",0,0,0,4151,0,"M",4151,"M",103,0,"M",67,"M",0,205,980,"L","L",201,0,0,205,0,5366,"GF03",1997,852076800000.0
"GF0302"," Fire protection services",11,2,0,0,0,"M",0,"M",0,0,0,12,0,"M",12,"M",4,0,"M",0,"M",0,4,10,"L","L",11,0,0,4,0,33,"GF03",1997,852076800000.0
"GF0303"," Law Courts",89,596,0,0,0,"M",0,"M",0,0,0,320,0,"M",246,"M",36,0,"M",28,"M",0,1993,2503,"L","L",89,0,0,1993,0,3034,"GF03",1997,852076800000.0
"GF0304"," Prisons",165,1059,0,0,0,"M",0,"M",0,0,0,44,0,"M",0,"M",0,0,"M",0,"M",0,618,1756,"L","L",165,0,0,618,0,1886,"GF03",1997,852076800000.0
"GF0305"," Research and Development public order and safety",34,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,16,15,"L","L",34,0,0,16,0,50,"GF03",1997,852076800000.0
"GF0306"," Public order and safety not elsewhere classified",11,67,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,215,294,"L","L",11,0,0,215,0,293,"GF03",1997,852076800000.0
"GF0401"," General economic, commercial and labour affairs",-160,932,178,0,0,"M",0,"M",0,0,0,822,0,"M",150,"M",617,0,"M",408,"M",0,283,1228,"L","L",-160,0,0,283,0,2672,"GF04",1997,852076800000.0
"GF0402"," Agriculture, forestry, fishing and hunting",586,401,266,0,0,"M",0,"M",0,0,0,26,0,"M",8,"M",15,0,"M",0,"M",0,735,1115,"L","L",250,0,336,735,0,2029,"GF04",1997,852076800000.0
"GF0403"," Fuel and Energy",11,0,63,0,0,"M",0,"M",0,0,0,6,0,"M",0,"M",190,0,"M",0,"M",0,215,208,"L","L",11,0,0,215,0,485,"GF04",1997,852076800000.0
"GF0404"," Mining, manufacturing and construction",0,47,78,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,225,272,"L","L",0,0,0,225,0,350,"GF04",1997,852076800000.0
"GF0405"," Transport",1749,283,1710,0,0,"M",0,"M",0,0,0,440,0,"M",349,"M",2030,0,"M",108,"M",0,718,2172,"L","L",1826,0,-77,718,0,6930,"GF04",1997,852076800000.0
"GF0406"," Communication",11,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",70,0,"M",0,"M",0,51,33,"L","L",11,0,0,51,0,132,"GF04",1997,852076800000.0
"GF0407"," Other Industries",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,36,32,"L","L",0,0,0,36,0,36,"GF04",1997,852076800000.0
"GF0408"," Research and Development Economic Affairs",345,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",691,0,"M",0,"M",0,101,188,"L","L",345,0,0,101,0,1137,"GF04",1997,852076800000.0
"GF0409"," Economic Affairs not elsewhere classified",11,0,0,0,0,"M",0,"M",0,0,0,150,0,"M",4,"M",106,0,"M",28,"M",0,91,99,"L","L",11,0,0,91,0,358,"GF04",1997,852076800000.0
"GF0501"," Waste Management",11,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,96,183,"L","L",11,0,0,96,0,107,"GF05",1997,852076800000.0
"GF0502"," Water Waste Management",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,0,"GF05",1997,852076800000.0
"GF0503"," Pollution Abatement",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",52,0,"M",0,"M",0,37,37,"L","L",0,0,0,37,0,89,"GF05",1997,852076800000.0
"GF0504"," Protection of biodiversity and landscape",14,0,0,0,0,"M",0,"M",0,0,0,67,0,"M",36,"M",8,0,"M",0,"M",0,42,45,"L","L",14,0,0,42,0,131,"GF05",1997,852076800000.0
"GF0505"," Research and Development Environmental Protection",75,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",21,0,"M",0,"M",0,9,39,"L","L",75,0,0,9,0,105,"GF05",1997,852076800000.0
"GF0506"," Environmental Protection not elsewhere classified",74,13,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",39,0,"M",31,"M",0,68,182,"L","L",74,0,0,68,0,194,"GF05",1997,852076800000.0
"GF0601"," Housing Development",126,142,1044,0,0,"M",0,"M",0,0,0,12,0,"M",0,"M",1142,0,"M",197,"M",0,271,731,"L","L",126,0,0,271,0,2737,"GF06",1997,852076800000.0
"GF0602"," Community Development",11,0,108,0,0,"M",0,"M",0,0,0,179,0,"M",141,"M",61,0,"M",53,"M",0,109,133,"L","L",11,0,0,109,0,468,"GF06",1997,852076800000.0
"GF0603"," Water supply",89,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",23,0,"M",0,"M",0,0,41,"L","L",89,0,0,0,0,112,"GF06",1997,852076800000.0
"GF0604"," Street Lighting",11,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,22,42,"L","L",11,0,0,22,0,33,"GF06",1997,852076800000.0
"GF0605"," Research and Development Housing & Community amenities",10,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,7,4,"L","L",10,0,0,7,0,17,"GF06",1997,852076800000.0
"GF0606"," Housing & Community amenities not elsewhere classified",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",113,0,"M",90,"M",0,11,11,"L","L",0,0,0,11,0,124,"GF06",1997,852076800000.0
