"code","description","P5LN","D1","D3","D4","D4.1","D4.2","D4.3","D4.4","D62","D632","D6M","D7","D7.1","D7.2","D7.3","D7.4","D9","D9.1","D9.2","D9.3","D9.4","D92","P2","P3","P31","P32","P5","P51G","NP","OEC","OED","OTE","segment_code","year","epoch"
"GF0101"," Executive and Legal Organisations, financial and fiscal affairs, external affairs",408,4030,5,0,0,"M",0,"M",0,0,0,11599,0,"M",53,"M",20,0,"M",5,"M",0,3502,6268,"L","L",399,0,9,4418,916,20480,"GF01",2016,1451606400000.0
"GF0102"," Foreign Economic Aid",-19,173,0,0,0,"M",0,"M",0,0,0,6409,0,"M",0,"M",2071,0,"M",0,"M",0,386,583,"L","L",-19,0,0,386,0,9020,"GF01",2016,1451606400000.0
"GF0103"," General Services",66,314,2,0,0,"M",0,"M",0,0,0,5,0,"M",0,"M",119,0,"M",0,"M",0,384,470,"L","L",69,0,-3,384,0,890,"GF01",2016,1451606400000.0
"GF0104"," Basic Research",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,33,"L","L",0,0,0,0,0,0,"GF01",2016,1451606400000.0
"GF0105"," Research and Development General Public Services",151,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",1,0,"M",0,"M",0,97,102,"L","L",151,0,0,97,0,249,"GF01",2016,1451606400000.0
"GF0106"," General Public Services not elsewhere classified",8,60,2,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",29,0,"M",29,"M",0,425,481,"L","L",8,0,0,425,0,524,"GF01",2016,1451606400000.0
"GF0107"," Public Debt Transactions",-6,0,0,48859,0,"M",26,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,64,64,"L","L",-6,0,0,64,0,48917,"GF01",2016,1451606400000.0
"GF0108"," Transfers between different levels of Government",0,0,0,0,0,"M",0,"M",0,0,0,16562,0,"M",16562,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,16562,"GF01",2016,1451606400000.0
"GF0201"," Military Defence",6995,12669,0,0,0,"M",0,"M",0,0,0,125,0,"M",0,"M",0,0,"M",0,"M",0,15030,36364,"L","L",7433,0,-438,15030,0,34819,"GF02",2016,1451606400000.0
"GF0202"," Civil Defence",0,20,0,0,0,"M",0,"M",0,0,0,2,0,"M",0,"M",0,0,"M",0,"M",0,53,73,"L","L",0,0,0,53,0,75,"GF02",2016,1451606400000.0
"GF0203"," Foreign Military Aid",66,30,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,354,579,"L","L",66,0,0,354,0,450,"GF02",2016,1451606400000.0
"GF0204"," Research and Development Defence",1610,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,576,1828,"L","L",1610,0,0,576,0,2186,"GF02",2016,1451606400000.0
"GF0205"," Defence not elsewhere classified",2,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,230,278,"L","L",2,0,0,230,0,232,"GF02",2016,1451606400000.0
"GF0301"," Police services",202,3335,2,0,0,"M",0,"M",0,0,0,8397,0,"M",8301,"M",252,0,"M",169,"M",0,2635,5767,"L","L",203,0,-1,2635,0,14823,"GF03",2016,1451606400000.0
"GF0302"," Fire protection services",16,350,0,0,0,"M",0,"M",0,0,0,9,0,"M",9,"M",3,0,"M",92,"M",0,89,458,"L","L",19,0,-3,89,0,467,"GF03",2016,1451606400000.0
"GF0303"," Law Courts",231,2492,0,0,0,"M",0,"M",0,0,0,160,0,"M",-84,"M",19,0,"M",19,"M",0,4633,5476,"L","L",248,0,-17,4633,0,7535,"GF03",2016,1451606400000.0
"GF0304"," Prisons",99,1551,0,0,0,"M",0,"M",0,0,0,123,0,"M",87,"M",0,0,"M",0,"M",0,2369,3924,"L","L",99,0,0,2369,0,4142,"GF03",2016,1451606400000.0
"GF0305"," Research and Development public order and safety",49,25,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",6,0,"M",0,"M",0,14,48,"L","L",49,0,0,14,0,94,"GF03",2016,1451606400000.0
"GF0306"," Public order and safety not elsewhere classified",118,202,0,0,0,"M",0,"M",0,0,0,3263,0,"M",3257,"M",435,0,"M",412,"M",0,658,844,"L","L",121,0,-3,658,0,4676,"GF03",2016,1451606400000.0
"GF0401"," General economic, commercial and labour affairs",8,2003,1145,0,0,"M",0,"M",0,0,0,459,0,"M",85,"M",3112,0,"M",2557,"M",0,2291,3931,"L","L",14,0,-6,2291,0,9018,"GF04",2016,1451606400000.0
"GF0402"," Agriculture, forestry, fishing and hunting",69,617,279,0,0,"M",0,"M",0,0,0,78,0,"M",16,"M",44,0,"M",-58,"M",0,864,1328,"L","L",69,0,0,864,0,1951,"GF04",2016,1451606400000.0
"GF0403"," Fuel and Energy",1,80,4479,0,0,"M",0,"M",0,0,0,57,0,"M",2,"M",7,0,"M",-3,"M",0,420,456,"L","L",1,0,0,420,0,5044,"GF04",2016,1451606400000.0
"GF0404"," Mining, manufacturing and construction",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,7,7,"L","L",0,0,0,7,0,7,"GF04",2016,1451606400000.0
"GF0405"," Transport",8397,2555,1604,0,0,"M",0,"M",0,0,0,1439,0,"M",1347,"M",4331,0,"M",3747,"M",0,4215,7483,"L","L",8563,0,-166,4215,0,22541,"GF04",2016,1451606400000.0
"GF0406"," Communication",0,11,150,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",220,0,"M",0,"M",0,35,47,"L","L",0,0,0,35,0,416,"GF04",2016,1451606400000.0
"GF0407"," Other Industries",0,45,0,0,0,"M",0,"M",0,0,0,26,0,"M",1,"M",7,0,"M",0,"M",0,118,124,"L","L",0,0,0,118,0,196,"GF04",2016,1451606400000.0
"GF0408"," Research and Development Economic Affairs",743,179,3883,0,0,"M",0,"M",0,0,0,-20,0,"M",3,"M",4423,0,"M",0,"M",0,567,1093,"L","L",741,0,2,567,0,9775,"GF04",2016,1451606400000.0
"GF0409"," Economic Affairs not elsewhere classified",11,240,0,0,0,"M",0,"M",0,0,0,11,0,"M",0,"M",6,0,"M",0,"M",0,199,411,"L","L",11,0,0,199,0,467,"GF04",2016,1451606400000.0
"GF0501"," Waste Management",2325,27,5,0,0,"M",0,"M",0,0,0,101,0,"M",94,"M",7,0,"M",6,"M",0,1381,1453,"L","L",2325,0,0,1381,0,3846,"GF05",2016,1451606400000.0
"GF0502"," Water Waste Management",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,124,"L","L",0,0,0,0,0,0,"GF05",2016,1451606400000.0
"GF0503"," Pollution Abatement",0,13,1,0,0,"M",0,"M",0,0,0,23,0,"M",1,"M",27,0,"M",1,"M",0,60,72,"L","L",0,0,0,60,0,124,"GF05",2016,1451606400000.0
"GF0504"," Protection of biodiversity and landscape",18,201,10,0,0,"M",0,"M",0,0,0,111,0,"M",5,"M",20,0,"M",0,"M",0,223,384,"L","L",17,0,1,223,0,583,"GF05",2016,1451606400000.0
"GF0505"," Research and Development Environmental Protection",276,155,0,0,0,"M",0,"M",0,0,0,-3,0,"M",0,"M",181,0,"M",0,"M",0,60,312,"L","L",278,0,-2,60,0,669,"GF05",2016,1451606400000.0
"GF0506"," Environmental Protection not elsewhere classified",105,614,1,0,0,"M",0,"M",0,0,0,302,0,"M",197,"M",616,0,"M",177,"M",0,591,898,"L","L",105,0,0,591,0,2229,"GF05",2016,1451606400000.0
"GF0601"," Housing Development",-7,56,22,0,0,"M",0,"M",0,0,0,450,0,"M",402,"M",1141,0,"M",260,"M",0,31,56,"L","L",-7,0,0,31,0,1693,"GF06",2016,1451606400000.0
"GF0602"," Community Development",8,98,2,0,0,"M",0,"M",0,0,0,21589,0,"M",21342,"M",529,0,"M",488,"M",0,51,138,"L","L",6,0,2,51,0,22277,"GF06",2016,1451606400000.0
"GF0603"," Water supply",146,57,0,0,0,"M",0,"M",0,0,0,1,0,"M",0,"M",0,0,"M",0,"M",0,168,217,"L","L",147,0,-1,168,0,372,"GF06",2016,1451606400000.0
"GF0604"," Street Lighting",8,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,16,20,"L","L",8,0,0,16,0,24,"GF06",2016,1451606400000.0
"GF0605"," Research and Development Housing & Community amenities",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,4,"L","L",0,0,0,0,0,0,"GF06",2016,1451606400000.0
"GF0606"," Housing & Community amenities not elsewhere classified",0,0,0,0,0,"M",0,"M",0,0,0,20,0,"M",13,"M",452,0,"M",442,"M",0,210,204,"L","L",0,0,0,210,0,682,"GF06",2016,1451606400000.0
"GF0701"," Medical Products appliances and equipment",0,0,17,0,0,"M",0,"M",0,10002,10002,2541,0,"M",2541,"M",0,0,"M",0,"M",0,772,10578,"L","L",0,0,0,772,0,13332,"GF07",2016,1451606400000.0
"GF0702"," Outpatient Services",202,3461,1,0,0,"M",0,"M",0,11226,11226,36,0,"M",0,"M",21,0,"M",1,"M",0,5033,19931,"L","L",202,0,0,5033,0,19980,"GF07",2016,1451606400000.0
"GF0703"," Hospital Services",3145,57812,0,0,0,"M",0,"M",0,9664,9664,99,0,"M",95,"M",83,0,"M",74,"M",0,36465,104345,"L","L",3386,0,-241,36465,0,107268,"GF07",2016,1451606400000.0
"GF0704"," Public Health Services",0,17,65,0,0,"M",0,"M",0,128,128,6,0,"M",3,"M",0,0,"M",0,"M",0,378,519,"L","L",0,0,0,378,0,594,"GF07",2016,1451606400000.0
