"code","description","P5LN","D1","D3","D4","D4.1","D4.2","D4.3","D4.4","D62","D632","D6M","D7","D7.1","D7.2","D7.3","D7.4","D9","D9.1","D9.2","D9.3","D9.4","D92","P2","P3","P31","P32","P5","P51G","NP","OEC","OED","OTE","segment_code","year","epoch"
"GF0101"," Executive and Legal Organisations, financial and fiscal affairs, external affairs",479,3970,6,0,0,"M",0,"M",0,0,0,13030,0,"M",151,"M",175,0,"M",150,"M",0,3746,6090,"L","L",474,0,5,4416,670,22076,"GF01",2015,1420070400000.0
"GF0102"," Foreign Economic Aid",-26,173,0,0,0,"M",0,"M",0,0,0,5828,0,"M",0,"M",2399,0,"M",0,"M",0,551,753,"L","L",-32,0,6,551,0,8925,"GF01",2015,1420070400000.0
"GF0103"," General Services",78,294,3,0,0,"M",0,"M",0,0,0,3,0,"M",0,"M",50,0,"M",0,"M",0,277,440,"L","L",78,0,0,277,0,705,"GF01",2015,1420070400000.0
"GF0104"," Basic Research",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,40,"L","L",0,0,0,0,0,0,"GF01",2015,1420070400000.0
"GF0105"," Research and Development General Public Services",203,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",3,0,"M",0,"M",0,147,61,"L","L",203,0,0,147,0,353,"GF01",2015,1420070400000.0
"GF0106"," General Public Services not elsewhere classified",6,84,5,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",24,0,"M",24,"M",0,335,413,"L","L",6,0,0,335,0,454,"GF01",2015,1420070400000.0
"GF0107"," Public Debt Transactions",-3,0,0,44784,0,"M",34,"M",0,0,0,1,0,"M",1,"M",0,0,"M",0,"M",0,55,55,"L","L",-3,0,0,55,0,44837,"GF01",2015,1420070400000.0
"GF0108"," Transfers between different levels of Government",0,0,0,0,0,"M",0,"M",0,0,0,16586,0,"M",16586,"M",0,0,"M",0,"M",0,0,0,"L","L",0,0,0,0,0,16586,"GF01",2015,1420070400000.0
"GF0201"," Military Defence",7139,12076,0,0,0,"M",0,"M",0,0,0,117,0,"M",0,"M",0,0,"M",0,"M",0,15451,36067,"L","L",7161,0,-22,15451,0,34783,"GF02",2015,1420070400000.0
"GF0202"," Civil Defence",1,20,0,0,0,"M",0,"M",0,0,0,1,0,"M",0,"M",1,0,"M",0,"M",0,44,68,"L","L",1,0,0,44,0,67,"GF02",2015,1420070400000.0
"GF0203"," Foreign Military Aid",50,-5,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,229,430,"L","L",50,0,0,229,0,274,"GF02",2015,1420070400000.0
"GF0204"," Research and Development Defence",1599,4,0,0,0,"M",0,"M",0,0,0,3,0,"M",0,"M",32,0,"M",0,"M",0,1198,2389,"L","L",1556,0,43,1198,0,2836,"GF02",2015,1420070400000.0
"GF0205"," Defence not elsewhere classified",2,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,249,297,"L","L",2,0,0,249,0,251,"GF02",2015,1420070400000.0
"GF0301"," Police services",264,3142,3,0,0,"M",0,"M",0,0,0,8975,0,"M",8923,"M",287,0,"M",225,"M",0,2576,5543,"L","L",261,0,3,2576,0,15247,"GF03",2015,1420070400000.0
"GF0302"," Fire protection services",48,342,0,0,0,"M",0,"M",0,0,0,114,0,"M",114,"M",1,0,"M",1,"M",0,116,462,"L","L",48,0,0,116,0,621,"GF03",2015,1420070400000.0
"GF0303"," Law Courts",206,2473,0,0,0,"M",0,"M",0,0,0,156,0,"M",4,"M",0,0,"M",0,"M",0,4665,5944,"L","L",206,0,0,4665,0,7500,"GF03",2015,1420070400000.0
"GF0304"," Prisons",42,1473,0,0,0,"M",0,"M",0,0,0,95,0,"M",0,"M",0,0,"M",0,"M",0,2276,3794,"L","L",41,0,1,2276,0,3886,"GF03",2015,1420070400000.0
"GF0305"," Research and Development public order and safety",36,27,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",3,0,"M",0,"M",0,8,38,"L","L",36,0,0,8,0,74,"GF03",2015,1420070400000.0
"GF0306"," Public order and safety not elsewhere classified",85,208,0,0,0,"M",0,"M",0,0,0,2784,0,"M",2774,"M",69,0,"M",0,"M",0,809,977,"L","L",86,0,-1,809,0,3955,"GF03",2015,1420070400000.0
"GF0401"," General economic, commercial and labour affairs",30,1904,737,0,0,"M",0,"M",0,0,0,666,0,"M",119,"M",2858,0,"M",2472,"M",0,2926,4558,"L","L",34,0,-4,2926,0,9121,"GF04",2015,1420070400000.0
"GF0402"," Agriculture, forestry, fishing and hunting",114,611,290,0,0,"M",0,"M",0,0,0,124,0,"M",27,"M",149,0,"M",41,"M",0,729,1185,"L","L",112,0,2,729,0,2017,"GF04",2015,1420070400000.0
"GF0403"," Fuel and Energy",2,76,3691,0,0,"M",0,"M",0,0,0,50,0,"M",6,"M",41,0,"M",31,"M",0,379,397,"L","L",2,0,0,379,0,4239,"GF04",2015,1420070400000.0
"GF0404"," Mining, manufacturing and construction",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,11,11,"L","L",0,0,0,11,0,11,"GF04",2015,1420070400000.0
"GF0405"," Transport",9825,2338,1564,0,0,"M",0,"M",0,0,0,1936,0,"M",1855,"M",4450,0,"M",4089,"M",0,4046,6659,"L","L",9995,0,-170,4046,0,24159,"GF04",2015,1420070400000.0
"GF0406"," Communication",2,6,192,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",333,0,"M",0,"M",0,26,32,"L","L",2,0,0,26,0,559,"GF04",2015,1420070400000.0
"GF0407"," Other Industries",0,50,0,0,0,"M",0,"M",0,0,0,22,0,"M",1,"M",11,0,"M",1,"M",0,142,154,"L","L",0,0,0,142,0,225,"GF04",2015,1420070400000.0
"GF0408"," Research and Development Economic Affairs",817,198,2858,0,0,"M",0,"M",0,0,0,38,0,"M",2,"M",3270,0,"M",8,"M",0,441,1027,"L","L",815,0,2,441,0,7622,"GF04",2015,1420070400000.0
"GF0409"," Economic Affairs not elsewhere classified",10,235,0,0,0,"M",0,"M",0,0,0,6,0,"M",0,"M",89,0,"M",67,"M",0,241,445,"L","L",10,0,0,241,0,581,"GF04",2015,1420070400000.0
"GF0501"," Waste Management",1783,42,8,0,0,"M",0,"M",0,0,0,99,0,"M",84,"M",9,0,"M",9,"M",0,1625,1559,"L","L",1835,0,-52,1625,0,3566,"GF05",2015,1420070400000.0
"GF0502"," Water Waste Management",0,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,0,124,"L","L",0,0,0,0,0,0,"GF05",2015,1420070400000.0
"GF0503"," Pollution Abatement",0,10,0,0,0,"M",0,"M",0,0,0,339,0,"M",0,"M",45,0,"M",1,"M",0,67,73,"L","L",0,0,0,67,0,461,"GF05",2015,1420070400000.0
"GF0504"," Protection of biodiversity and landscape",17,216,-2,0,0,"M",0,"M",0,0,0,51,0,"M",16,"M",15,0,"M",0,"M",0,281,447,"L","L",17,0,0,281,0,578,"GF05",2015,1420070400000.0
"GF0505"," Research and Development Environmental Protection",337,135,0,0,0,"M",0,"M",0,0,0,8,0,"M",0,"M",158,0,"M",0,"M",0,149,281,"L","L",337,0,0,149,0,787,"GF05",2015,1420070400000.0
"GF0506"," Environmental Protection not elsewhere classified",99,512,0,0,0,"M",0,"M",0,0,0,103,0,"M",42,"M",711,0,"M",195,"M",0,480,683,"L","L",99,0,0,480,0,1905,"GF05",2015,1420070400000.0
"GF0601"," Housing Development",4,59,5,0,0,"M",0,"M",0,0,0,457,0,"M",419,"M",1856,0,"M",629,"M",0,39,76,"L","L",4,0,0,39,0,2420,"GF06",2015,1420070400000.0
"GF0602"," Community Development",-1,96,10,0,0,"M",0,"M",0,0,0,25354,0,"M",25275,"M",1332,0,"M",1245,"M",0,45,120,"L","L",1,0,-2,45,0,26836,"GF06",2015,1420070400000.0
"GF0603"," Water supply",143,53,0,0,0,"M",0,"M",0,0,0,2,0,"M",0,"M",0,0,"M",0,"M",0,171,223,"L","L",144,0,-1,171,0,369,"GF06",2015,1420070400000.0
"GF0604"," Street Lighting",8,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",0,0,"M",0,"M",0,17,21,"L","L",8,0,0,17,0,25,"GF06",2015,1420070400000.0
"GF0605"," Research and Development Housing & Community amenities",1,0,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",1,0,"M",0,"M",0,1,4,"L","L",1,0,0,1,0,3,"GF06",2015,1420070400000.0
"GF0606"," Housing & Community amenities not elsewhere classified",0,0,0,0,0,"M",0,"M",0,0,0,35,0,"M",15,"M",252,0,"M",249,"M",0,223,214,"L","L",0,0,0,223,0,510,"GF06",2015,1420070400000.0
"GF0701"," Medical Products appliances and equipment",0,0,36,0,0,"M",0,"M",0,9570,9570,3630,0,"M",3630,"M",0,0,"M",0,"M",0,728,10153,"L","L",0,0,0,728,0,13964,"GF07",2015,1420070400000.0
"GF0702"," Outpatient Services",290,3220,5,0,0,"M",0,"M",0,11065,11065,48,0,"M",5,"M",9,0,"M",8,"M",0,4708,19209,"L","L",290,0,0,4708,0,19345,"GF07",2015,1420070400000.0
"GF0703"," Hospital Services",4036,54642,0,0,0,"M",0,"M",0,8883,8883,95,0,"M",91,"M",119,0,"M",104,"M",0,33969,100099,"L","L",4434,0,-398,33969,0,101744,"GF07",2015,1420070400000.0
"GF0704"," Public Health Services",-3,16,65,0,0,"M",0,"M",0,141,141,16,0,"M",12,"M",0,0,"M",0,"M",0,341,494,"L","L",-3,0,0,341,0,576,"GF07",2015,1420070400000.0
"GF0705"," Research and Development Health",1637,101,-1,0,0,"M",0,"M",0,0,0,25,0,"M",12,"M",736,0,"M",0,"M",0,1051,885,"L","L",1637,0,0,1051,0,3549,"GF07",2015,1420070400000.0
"GF0706"," Health not elsewhere classified",-54,657,0,0,0,"M",0,"M",0,0,0,1632,0,"M",28,"M",38,0,"M",21,"M",0,3184,2303,"L","L",-54,0,0,3184,0,5457,"GF07",2015,1420070400000.0
"GF0801"," Recreational & Sporting Services",0,64,0,0,0,"M",0,"M",0,0,0,296,0,"M",-32,"M",91,0,"M",15,"M",0,217,444,"L","L",9,0,-9,217,0,668,"GF08",2015,1420070400000.0
"GF0802"," Cultural Services",221,516,22,0,0,"M",0,"M",0,0,0,848,0,"M",9,"M",594,0,"M",80,"M",0,683,1017,"L","L",221,0,0,683,0,2884,"GF08",2015,1420070400000.0
"GF0803"," Broadcasting & Publishing Services",164,1458,0,0,0,"M",0,"M",0,0,0,17,0,"M",0,"M",338,0,"M",213,"M",0,2936,4318,"L","L",164,0,0,2936,0,4913,"GF08",2015,1420070400000.0
"GF0804"," Religious & Other Community Services",3,20,0,0,0,"M",0,"M",0,0,0,35,0,"M",0,"M",4,0,"M",0,"M",0,32,52,"L","L",3,0,0,32,0,94,"GF08",2015,1420070400000.0
"GF0805"," Research and Development Recreation,  Culture & Religion",6,4,0,0,0,"M",0,"M",0,0,0,0,0,"M",0,"M",119,0,"M",0,"M",0,0,22,"L","L",6,0,0,0,0,129,"GF08",2015,1420070400000.0
"GF0806"," Recreation, Culture & Religion not elsewhere classified",1,23,5,0,0,"M",0,"M",0,0,0,201,0,"M",186,"M",0,0,"M",0,"M",0,38,118,"L","L",1,0,0,38,0,268,"GF08",2015,1420070400000.0
"GF0901"," Pre-primary  & Primary Education",67,558,3,0,0,"M",0,"M",27,0,27,282,0,"M",258,"M",2,0,"M",1,"M",0,135,713,"L","L",67,0,0,135,0,1074,"GF09",2015,1420070400000.0
